                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.3959,                 1.3796,                0.90929,                0.01486,                 0.4697,                0.23549,                0.16137,                 1.4547,                 3.0641,                0.93507,             0.00034314,             0.00034314,             0.00034314
                     12,                 1.3818,                 1.8147,                0.95815,                0.01452,                0.45455,                0.21775,                0.15746,                 1.4293,                 3.0501,                0.93819,             0.00037506,             0.00037506,             0.00037506
                     13,                  1.319,                 1.4633,                0.91769,                0.01453,                0.43939,                0.21005,                0.14736,                 1.4026,                 3.0433,                0.92682,             0.00040685,             0.00040685,             0.00040685
                     14,                 1.2934,                 1.7349,                0.88559,                 0.0145,                0.43939,                0.19805,                0.13223,                 1.4528,                 3.0509,                0.93508,              0.0004385,              0.0004385,              0.0004385
                     15,                 1.3176,                  1.808,                 1.0142,                0.01465,                0.43939,                0.17968,                0.11508,                  1.427,                 3.0981,                0.93319,             0.00047003,             0.00047003,             0.00047003
                     16,                 1.3306,                  1.386,                0.95566,                0.01529,                0.45455,                0.18014,                 0.1213,                 1.4399,                 3.1127,                0.93974,             0.00050142,             0.00050142,             0.00050142
                     17,                 1.2415,                  1.333,                0.94824,                0.01458,                0.40909,                0.17458,                0.11628,                 1.4458,                 3.0859,                 0.9388,             0.00053268,             0.00053268,             0.00053268
                     18,                  1.255,                 1.4314,                0.97619,                0.01472,                0.39394,                 0.1476,                0.09025,                 1.4563,                 3.1356,                0.95313,             0.00056381,             0.00056381,             0.00056381
                     19,                 1.2757,                 1.3974,                0.93294,                0.01546,                0.40909,                0.14412,                0.08746,                 1.4717,                 3.1659,                0.96859,             0.00059481,             0.00059481,             0.00059481
                     20,                 1.4602,                 1.4638,                0.97345,                0.01578,                0.42424,                0.13024,                0.07875,                 1.4725,                    3.2,                0.98239,             0.00062567,             0.00062567,             0.00062567
                     21,                 1.3873,                 1.4021,                0.90446,                0.01718,                 0.4697,                0.12681,                0.08012,                 1.4976,                   3.23,                0.99619,              0.0006564,              0.0006564,              0.0006564
                     22,                 1.4991,                 1.5263,                0.95577,                0.01715,                0.48485,                0.15074,                0.09872,                 1.4594,                 3.1601,                0.99843,             0.00068701,             0.00068701,             0.00068701
                     23,                 1.3076,                 1.4257,                 1.0477,                 0.0152,                0.45455,                0.17513,                0.11594,                 1.3925,                 3.0798,                0.99443,             0.00071747,             0.00071747,             0.00071747
                     24,                 1.1503,                  1.265,                0.97405,                0.01472,                0.45455,                 0.2473,                0.15662,                 1.3903,                 3.0416,                0.99814,             0.00074781,             0.00074781,             0.00074781
                     25,                 1.2021,                 1.1683,                0.92444,                0.01518,                 0.5697,                0.28467,                0.18283,                 1.4081,                 2.9854,                 1.0058,             0.00077801,             0.00077801,             0.00077801
                     26,                 1.2898,                 1.3229,                 0.9772,                      1,                0.20053,                  0.294,                0.19033,                 1.5682,                 2.9356,                 1.0478,             0.00080809,             0.00080809,             0.00080809
                     27,                 1.4567,                 1.2704,                0.94751,                      1,                0.02963,                0.32668,                0.20456,                 1.5629,                  2.846,                 1.0441,             0.00083803,             0.00083803,             0.00083803
                     28,                 1.1526,                 1.2187,                0.94163,                      1,                0.02963,                0.32668,                0.20456,                 1.5629,                  2.846,                 1.0441,             0.00086784,             0.00086784,             0.00086784
                     29,                 1.3463,                 1.4177,                0.94078,                      1,                0.04724,                 0.3134,                0.19998,                 1.5087,                 2.8645,                 1.0284,             0.00089751,             0.00089751,             0.00089751
                     30,                 1.2556,                 1.1449,                0.94956,                      1,                0.04722,                 0.2761,                0.17752,                 1.4969,                   2.96,                  1.019,             0.00092706,             0.00092706,             0.00092706
                     31,                 1.3457,                 1.2709,                0.91171,                      1,                0.04722,                 0.2761,                0.17752,                 1.4969,                   2.96,                  1.019,             0.00095647,             0.00095647,             0.00095647
                     32,                  1.337,                 1.1209,                0.89356,                      1,                 0.1626,                0.25188,                0.16017,                  1.504,                 2.9831,                 1.0075,             0.00098575,             0.00098575,             0.00098575
                     33,                 1.3317,                 1.3099,                 0.9023,                0.01459,                0.55455,                0.26978,                0.14138,                 1.5752,                 2.9838,                 1.0244,              0.0010149,              0.0010149,              0.0010149
                     34,                 1.2064,                 1.1094,                0.91828,                0.01459,                0.55455,                0.26978,                0.14138,                 1.5752,                 2.9838,                 1.0244,              0.0010439,              0.0010439,              0.0010439
                     35,                 1.2139,                 1.3151,                0.88309,                0.01526,                0.65455,                0.28884,                 0.1412,                 1.5747,                 2.9715,                 1.0426,              0.0010728,              0.0010728,              0.0010728
                     36,                 1.2143,                 1.4328,                0.91339,                0.01419,                0.62424,                 0.2789,                0.14887,                 1.6097,                 2.9223,                 1.0461,              0.0011015,              0.0011015,              0.0011015
                     37,                 1.2152,                 1.0773,                0.93617,                0.01419,                0.62424,                 0.2789,                0.14887,                 1.6097,                 2.9223,                 1.0461,              0.0011302,              0.0011302,              0.0011302
                     38,                 1.2059,                 1.2318,                 1.0084,                      1,                0.05227,                0.25489,                0.14963,                 1.6191,                 2.7735,                 1.0441,              0.0011587,              0.0011587,              0.0011587
                     39,                 1.2237,                 1.1739,                0.92264,                      1,                 0.0727,                0.30525,                0.18164,                 1.5736,                 2.5829,                 1.0251,               0.001187,               0.001187,               0.001187
                     40,                 1.1373,                 1.0829,                0.91554,                      1,                 0.0727,                0.30525,                0.18164,                 1.5736,                 2.5829,                 1.0251,              0.0012152,              0.0012152,              0.0012152
                     41,                 1.1341,                0.99353,                 0.9447,                    0.5,                0.09438,                0.40727,                0.22632,                 1.5489,                 2.3858,                 1.0346,              0.0012433,              0.0012433,              0.0012433
                     42,                  1.086,                 1.1337,                0.96935,                    0.5,                0.14739,                0.42115,                0.22918,                 1.5599,                 2.3028,                 1.0632,              0.0012713,              0.0012713,              0.0012713
                     43,                 1.0606,                 1.0518,                0.88651,                    0.5,                0.14739,                0.42115,                0.22918,                 1.5599,                 2.3028,                 1.0632,              0.0012991,              0.0012991,              0.0012991
                     44,                 1.1777,                0.99915,                0.91576,                      1,                0.14463,                0.42486,                0.20667,                 1.6525,                 2.2987,                 1.1099,              0.0013268,              0.0013268,              0.0013268
                     45,                 1.1067,                 1.0433,                0.89856,                      1,                0.14463,                0.42486,                0.20667,                 1.6525,                 2.2987,                 1.1099,              0.0013544,              0.0013544,              0.0013544
                     46,                 1.1863,                 1.1553,                0.95605,                0.99561,                0.18182,                0.36122,                0.16338,                 1.8367,                 2.2901,                 1.1745,              0.0013818,              0.0013818,              0.0013818
                     47,                 1.1626,                 1.1791,                0.96714,                0.99561,                0.18182,                0.36122,                0.16338,                 1.8367,                 2.2901,                 1.1745,              0.0014091,              0.0014091,              0.0014091
                     48,                 1.1956,                 1.0286,                0.92517,                      1,                0.24139,                0.37335,                0.18373,                 1.8008,                  2.038,                 1.1145,              0.0014363,              0.0014363,              0.0014363
                     49,                 1.1677,                 1.1341,                0.98754,                      1,                0.24139,                0.37335,                0.18373,                 1.8008,                  2.038,                 1.1145,              0.0014633,              0.0014633,              0.0014633
                     50,                 1.1318,                 1.0117,                0.88373,                0.90206,                0.31113,                0.38922,                 0.2073,                  1.654,                 1.8171,                  1.067,              0.0014902,              0.0014902,              0.0014902
                     51,                 1.2668,                 1.0334,                0.90984,                0.90206,                0.31113,                0.38922,                 0.2073,                  1.654,                 1.8171,                  1.067,               0.001502,               0.001502,               0.001502
                     52,                  1.227,                0.96549,                0.90011,                0.88706,                0.31169,                0.33661,                0.18947,                 1.7274,                 1.7344,                 1.0942,              0.0014987,              0.0014987,              0.0014987
                     53,                 1.1297,                0.99767,                0.88644,                0.88706,                0.31169,                0.33661,                0.18947,                 1.7274,                 1.7344,                 1.0942,              0.0014954,              0.0014954,              0.0014954
                     54,                  1.054,                 1.0338,                0.91204,                0.30201,                0.31818,                0.31973,                0.16421,                 1.7578,                 1.6838,                 1.1101,              0.0014921,              0.0014921,              0.0014921
                     55,                  1.117,                 1.0981,                 0.9763,                0.30201,                0.31818,                0.31973,                0.16421,                 1.7578,                 1.6838,                 1.1101,              0.0014888,              0.0014888,              0.0014888
                     56,                 1.1283,                0.98936,                0.85522,                0.53262,                0.41335,                0.40021,                0.22147,                 1.6988,                 1.6746,                 1.0963,              0.0014855,              0.0014855,              0.0014855
                     57,                 1.2096,                0.96311,                0.88073,                0.53262,                0.41335,                0.40021,                0.22147,                 1.6988,                 1.6746,                 1.0963,              0.0014822,              0.0014822,              0.0014822
                     58,                 1.1813,                 1.0662,                0.94273,                0.71789,                0.37273,                0.51831,                0.31706,                 1.5731,                 1.6519,                 1.0678,              0.0014789,              0.0014789,              0.0014789
                     59,                 1.0797,                 1.0998,                0.90861,                0.71789,                0.37273,                0.51831,                0.31706,                 1.5731,                 1.6519,                 1.0678,              0.0014756,              0.0014756,              0.0014756
                     60,                 1.1765,                 1.0934,                0.89069,                0.50296,                0.44569,                 0.5206,                0.29602,                 1.5768,                 1.5564,                 1.0426,              0.0014723,              0.0014723,              0.0014723
                     61,                  1.154,                0.97404,                0.90831,                0.50296,                0.44569,                 0.5206,                0.29602,                 1.5768,                 1.5564,                 1.0426,               0.001469,               0.001469,               0.001469
                     62,                 1.2058,                 1.1466,                0.92429,                0.56273,                0.47066,                0.49306,                0.25778,                 1.6278,                 1.4313,                 1.0501,              0.0014657,              0.0014657,              0.0014657
                     63,                 1.1119,                  1.083,                0.87494,                0.56273,                0.47066,                0.49306,                0.25778,                 1.6278,                 1.4313,                 1.0501,              0.0014624,              0.0014624,              0.0014624
                     64,                 1.0864,                 1.2867,                0.91499,                0.65464,                0.47879,                0.51135,                0.27236,                  1.645,                 1.3795,                 1.0831,              0.0014591,              0.0014591,              0.0014591
                     65,                0.97907,                0.88609,                0.90081,                0.65464,                0.47879,                0.51135,                0.27236,                  1.645,                 1.3795,                 1.0831,              0.0014558,              0.0014558,              0.0014558
                     66,                  1.107,                0.96798,                0.86133,                0.66823,                0.49394,                0.61386,                 0.3426,                 1.6469,                 1.3731,                 1.1292,              0.0014525,              0.0014525,              0.0014525
                     67,                0.98967,                 1.0686,                0.88858,                0.66823,                0.49394,                0.61386,                 0.3426,                 1.6469,                 1.3731,                 1.1292,              0.0014492,              0.0014492,              0.0014492
                     68,                  1.032,                0.95066,                0.87735,                0.76154,                0.67747,                0.71809,                0.33365,                 1.6087,                 1.3794,                 1.1108,              0.0014459,              0.0014459,              0.0014459
                     69,                 1.1159,                0.90986,                0.86484,                0.76154,                0.67747,                0.71809,                0.33365,                 1.6087,                 1.3794,                 1.1108,              0.0014426,              0.0014426,              0.0014426
                     70,                 1.2274,                 1.0229,                0.93155,                0.74181,                0.67771,                0.71837,                0.35574,                 1.5454,                  1.293,                 1.0739,              0.0014393,              0.0014393,              0.0014393
                     71,                0.99296,                0.88829,                0.86565,                0.74181,                0.67771,                0.71837,                0.35574,                 1.5454,                  1.293,                 1.0739,               0.001436,               0.001436,               0.001436
                     72,                 1.1046,                0.90736,                0.84319,                0.67499,                0.58895,                 0.6292,                0.37872,                 1.5373,                 1.1217,                 1.0403,              0.0014327,              0.0014327,              0.0014327
                     73,                0.99679,                 0.8826,                0.90582,                0.67499,                0.58895,                 0.6292,                0.37872,                 1.5373,                 1.1217,                 1.0403,              0.0014294,              0.0014294,              0.0014294
                     74,                 1.1259,                0.90196,                0.91897,                0.70326,                0.61171,                0.62618,                0.36616,                 1.5845,                 1.1075,                 1.0991,              0.0014261,              0.0014261,              0.0014261
                     75,                 1.1041,                0.84636,                0.88648,                0.70326,                0.61171,                0.62618,                0.36616,                 1.5845,                 1.1075,                 1.0991,              0.0014228,              0.0014228,              0.0014228
                     76,                 1.0323,                0.82874,                0.87692,                0.74991,                0.60536,                0.66051,                0.31441,                 1.6649,                 1.1648,                 1.2251,              0.0014195,              0.0014195,              0.0014195
                     77,                 1.0176,                0.88947,                0.90907,                0.74991,                0.60536,                0.66051,                0.31441,                 1.6649,                 1.1648,                 1.2251,              0.0014161,              0.0014161,              0.0014161
                     78,                 1.0737,                0.93639,                0.90145,                0.64105,                 0.6171,                0.63027,                0.31142,                 1.6146,                 1.1696,                 1.2146,              0.0014128,              0.0014128,              0.0014128
                     79,                 1.0515,                 1.0259,                0.95674,                0.64105,                 0.6171,                0.63027,                0.31142,                 1.6146,                 1.1696,                 1.2146,              0.0014095,              0.0014095,              0.0014095
                     80,                 1.0627,                 1.0789,                0.98407,                0.96996,                0.60604,                0.71035,                0.35336,                 1.5371,                 1.0988,                 1.0919,              0.0014062,              0.0014062,              0.0014062
                     81,                0.94864,                0.96277,                0.92723,                0.96996,                0.60604,                0.71035,                0.35336,                 1.5371,                 1.0988,                 1.0919,              0.0014029,              0.0014029,              0.0014029
                     82,                0.98015,                0.90091,                0.88871,                      1,                0.59978,                0.72769,                 0.3344,                 1.5505,                 1.0829,                 1.0656,              0.0013996,              0.0013996,              0.0013996
                     83,                0.91332,                0.90085,                0.96505,                      1,                0.59978,                0.72769,                 0.3344,                 1.5505,                 1.0829,                 1.0656,              0.0013963,              0.0013963,              0.0013963
                     84,                 1.0238,                0.86108,                0.91025,                0.70479,                0.62631,                0.64918,                0.32248,                   1.58,                 1.0872,                 1.0819,               0.001393,               0.001393,               0.001393
                     85,                 1.0638,                0.82065,                0.90022,                0.70479,                0.62631,                0.64918,                0.32248,                   1.58,                 1.0872,                 1.0819,              0.0013897,              0.0013897,              0.0013897
                     86,                  1.187,                0.97595,                0.91388,                0.61183,                0.63939,                0.63704,                0.32866,                 1.6532,                 1.1146,                 1.1418,              0.0013864,              0.0013864,              0.0013864
                     87,                 1.1735,                0.95595,                0.87587,                0.61183,                0.63939,                0.63704,                0.32866,                 1.6532,                 1.1146,                 1.1418,              0.0013831,              0.0013831,              0.0013831
                     88,                 1.1864,                 1.0777,                 0.9761,                0.61722,                0.64806,                0.65372,                 0.3039,                 1.6682,                 1.0878,                 1.1452,              0.0013798,              0.0013798,              0.0013798
                     89,                 1.1007,                0.86958,                0.93733,                0.61722,                0.64806,                0.65372,                 0.3039,                 1.6682,                 1.0878,                 1.1452,              0.0013765,              0.0013765,              0.0013765
                     90,                 1.1619,                0.95944,                0.93093,                0.97517,                0.64465,                0.72217,                0.32946,                  1.587,                 1.0365,                 1.0528,              0.0013732,              0.0013732,              0.0013732
                     91,                 1.0777,                 0.8983,                0.89267,                0.97517,                0.64465,                0.72217,                0.32946,                  1.587,                 1.0365,                 1.0528,              0.0013699,              0.0013699,              0.0013699
                     92,                 1.1338,                0.96679,                0.90287,                0.67408,                 0.7238,                0.71204,                0.37252,                 1.4686,                0.93737,                 0.9933,              0.0013666,              0.0013666,              0.0013666
                     93,                 1.1006,                 0.8265,                0.92345,                0.67408,                 0.7238,                0.71204,                0.37252,                 1.4686,                0.93737,                 0.9933,              0.0013633,              0.0013633,              0.0013633
                     94,                 1.0977,                0.87567,                0.91434,                0.84117,                0.56685,                0.70276,                0.41182,                 1.4239,                 0.9189,                0.98846,                0.00136,                0.00136,                0.00136
                     95,                 1.0448,                0.90472,                0.86962,                0.84117,                0.56685,                0.70276,                0.41182,                 1.4239,                 0.9189,                0.98846,              0.0013567,              0.0013567,              0.0013567
                     96,                 1.0318,                0.91184,                0.87989,                0.92085,                0.51056,                0.69058,                0.37759,                 1.4305,                0.97165,                 1.0029,              0.0013534,              0.0013534,              0.0013534
                     97,                 1.0148,                0.87853,                0.89502,                0.92085,                0.51056,                0.69058,                0.37759,                 1.4305,                0.97165,                 1.0029,              0.0013501,              0.0013501,              0.0013501
                     98,                 1.0019,                0.84531,                0.86465,                0.87166,                0.55455,                0.66395,                0.38139,                 1.4078,                 1.0001,                 1.0056,              0.0013468,              0.0013468,              0.0013468
                     99,                  1.036,                0.94564,                0.89162,                0.87166,                0.55455,                0.66395,                0.38139,                 1.4078,                 1.0001,                 1.0056,              0.0013435,              0.0013435,              0.0013435
                    100,                 1.0288,                0.83278,                 0.8697,                0.71725,                 0.5697,                0.65662,                 0.2989,                  1.533,                 1.0567,                 1.0616,              0.0013402,              0.0013402,              0.0013402
                    101,                 1.1903,                0.99766,                0.92967,                0.71725,                 0.5697,                0.65662,                 0.2989,                  1.533,                 1.0567,                 1.0616,              0.0013369,              0.0013369,              0.0013369
                    102,                0.95701,                  0.792,                0.89205,                0.74828,                0.56135,                0.60733,                0.28575,                  1.531,                 1.1122,                 1.0676,              0.0013336,              0.0013336,              0.0013336
                    103,                 1.0917,                0.91851,                0.90565,                0.74828,                0.56135,                0.60733,                0.28575,                  1.531,                 1.1122,                 1.0676,              0.0013303,              0.0013303,              0.0013303
                    104,                 1.0978,                0.85662,                0.89407,                 0.7167,                0.55455,                0.57849,                0.29201,                 1.5112,                 1.1021,                 1.0623,               0.001327,               0.001327,               0.001327
                    105,                0.96245,                0.85814,                0.88225,                 0.7167,                0.55455,                0.57849,                0.29201,                 1.5112,                 1.1021,                 1.0623,              0.0013237,              0.0013237,              0.0013237
                    106,                0.96207,                0.94311,                0.98058,                0.68573,                0.54587,                 0.5644,                0.30657,                 1.5105,                 1.1163,                 1.0627,              0.0013204,              0.0013204,              0.0013204
                    107,                0.95654,                0.78653,                  0.855,                0.68573,                0.54587,                 0.5644,                0.30657,                 1.5105,                 1.1163,                 1.0627,              0.0013171,              0.0013171,              0.0013171
                    108,                 1.0122,                0.92581,                 0.8632,                0.76968,                0.52424,                 0.5576,                0.32132,                 1.5106,                 1.0753,                 1.0609,              0.0013138,              0.0013138,              0.0013138
                    109,                 0.9117,                0.86975,                0.90503,                0.76968,                0.52424,                 0.5576,                0.32132,                 1.5106,                 1.0753,                 1.0609,              0.0013105,              0.0013105,              0.0013105
                    110,                0.91053,                0.72653,                 0.8919,                0.79056,                0.53939,                0.56221,                0.35426,                 1.5347,                 1.0689,                 1.0587,              0.0013072,              0.0013072,              0.0013072
                    111,                0.84758,                0.78986,                0.85164,                0.79056,                0.53939,                0.56221,                0.35426,                 1.5347,                 1.0689,                 1.0587,              0.0013039,              0.0013039,              0.0013039
                    112,                 0.9725,                 0.7446,                 0.8788,                0.54682,                0.52424,                0.50241,                0.30501,                 1.5389,                 1.1374,                 1.0578,              0.0013006,              0.0013006,              0.0013006
                    113,                0.93485,                0.79126,                 0.8664,                0.54682,                0.52424,                0.50241,                0.30501,                 1.5389,                 1.1374,                 1.0578,              0.0012973,              0.0012973,              0.0012973
                    114,                 0.8633,                0.79038,                0.85529,                0.57723,                0.52424,                0.57415,                0.35039,                 1.4884,                 1.0496,                 1.0375,               0.001294,               0.001294,               0.001294
                    115,                 1.0391,                 0.8006,                0.89762,                0.57723,                0.52424,                0.57415,                0.35039,                 1.4884,                 1.0496,                 1.0375,              0.0012907,              0.0012907,              0.0012907
                    116,                0.96786,                0.82556,                0.87739,                0.84628,                0.52424,                0.62668,                0.36875,                 1.4263,                0.96546,                 1.0132,              0.0012874,              0.0012874,              0.0012874
                    117,                0.86127,                0.66719,                0.84649,                0.84628,                0.52424,                0.62668,                0.36875,                 1.4263,                0.96546,                 1.0132,              0.0012841,              0.0012841,              0.0012841
                    118,                0.92292,                0.83352,                0.83424,                0.99365,                0.62598,                0.73954,                0.39957,                 1.4657,                0.94863,                 1.0234,              0.0012808,              0.0012808,              0.0012808
                    119,                0.78203,                0.65691,                0.85718,                0.99365,                0.62598,                0.73954,                0.39957,                 1.4657,                0.94863,                 1.0234,              0.0012775,              0.0012775,              0.0012775
                    120,                 1.0692,                0.83384,                0.88539,                0.86225,                0.73737,                0.76301,                0.40987,                 1.5017,                0.86889,                 1.0237,              0.0012742,              0.0012742,              0.0012742
                    121,                 1.0264,                0.70599,                0.90383,                0.86225,                0.73737,                0.76301,                0.40987,                 1.5017,                0.86889,                 1.0237,              0.0012709,              0.0012709,              0.0012709
                    122,                  1.031,                0.76193,                0.87074,                0.87385,                0.73001,                 0.7896,                0.40009,                 1.4737,                0.87021,                  1.015,              0.0012676,              0.0012676,              0.0012676
                    123,                0.91684,                0.72763,                0.86062,                0.87385,                0.73001,                 0.7896,                0.40009,                 1.4737,                0.87021,                  1.015,              0.0012643,              0.0012643,              0.0012643
                    124,                0.86728,                0.68234,                0.87159,                0.85957,                0.74568,                0.76535,                0.40435,                 1.4949,                0.91506,                 1.0187,               0.001261,               0.001261,               0.001261
                    125,                0.87464,                0.67503,                0.85811,                0.85957,                0.74568,                0.76535,                0.40435,                 1.4949,                0.91506,                 1.0187,              0.0012577,              0.0012577,              0.0012577
                    126,                0.93163,                0.72452,                0.87012,                0.85941,                 0.7473,                0.76378,                0.38175,                 1.4718,                0.91897,                 1.0141,              0.0012544,              0.0012544,              0.0012544
                    127,                0.88795,                0.87159,                  0.931,                0.85941,                 0.7473,                0.76378,                0.38175,                 1.4718,                0.91897,                 1.0141,              0.0012511,              0.0012511,              0.0012511
                    128,                0.94506,                0.78472,                0.91081,                0.96906,                0.70549,                0.78577,                0.38754,                 1.4531,                0.87518,                 1.0063,              0.0012478,              0.0012478,              0.0012478
                    129,                0.85406,                 0.6567,                0.87046,                0.96906,                0.70549,                0.78577,                0.38754,                 1.4531,                0.87518,                 1.0063,              0.0012445,              0.0012445,              0.0012445
                    130,                0.89355,                0.69402,                0.86492,                 0.9052,                0.71651,                0.77734,                0.37947,                 1.4457,                0.88978,                 1.0041,              0.0012412,              0.0012412,              0.0012412
                    131,                0.87783,                0.74068,                0.92341,                 0.9052,                0.71651,                0.77734,                0.37947,                 1.4457,                0.88978,                 1.0041,              0.0012379,              0.0012379,              0.0012379
                    132,                0.90107,                0.70784,                0.85721,                0.93691,                0.72076,                 0.7753,                0.35778,                 1.4501,                0.92232,                 1.0143,              0.0012346,              0.0012346,              0.0012346
                    133,                0.95026,                0.97541,                0.86701,                0.93691,                0.72076,                 0.7753,                0.35778,                 1.4501,                0.92232,                 1.0143,              0.0012313,              0.0012313,              0.0012313
                    134,                0.92609,                 0.7003,                0.84667,                0.92695,                 0.7376,                0.77501,                0.38079,                 1.4626,                 0.9447,                 1.0203,               0.001228,               0.001228,               0.001228
                    135,                0.91981,                0.75056,                0.86099,                0.92695,                 0.7376,                0.77501,                0.38079,                 1.4626,                 0.9447,                 1.0203,              0.0012247,              0.0012247,              0.0012247
                    136,                0.87814,                0.67327,                0.89215,                0.91264,                0.62424,                0.73256,                 0.3969,                 1.4397,                0.97661,                 1.0053,              0.0012214,              0.0012214,              0.0012214
                    137,                0.82285,                0.69684,                0.85879,                0.91264,                0.62424,                0.73256,                 0.3969,                 1.4397,                0.97661,                 1.0053,              0.0012181,              0.0012181,              0.0012181
                    138,                0.83071,                0.70992,                0.88651,                0.92794,                0.60299,                0.70318,                0.38326,                 1.4628,                0.99981,                 1.0071,              0.0012148,              0.0012148,              0.0012148
                    139,                0.86823,                0.69062,                0.84909,                0.92794,                0.60299,                0.70318,                0.38326,                 1.4628,                0.99981,                 1.0071,              0.0012115,              0.0012115,              0.0012115
                    140,                0.85145,                0.74305,                 0.9227,                0.94328,                0.60909,                0.68549,                0.39784,                 1.4603,                0.89466,                 1.0053,              0.0012082,              0.0012082,              0.0012082
                    141,                0.84486,                0.63863,                0.88576,                0.94328,                0.60909,                0.68549,                0.39784,                 1.4603,                0.89466,                 1.0053,              0.0012049,              0.0012049,              0.0012049
                    142,                0.82134,                0.71316,                 0.9134,                0.96676,                0.60909,                0.68791,                0.36986,                  1.456,                0.79977,                 1.0097,              0.0012016,              0.0012016,              0.0012016
                    143,                0.76632,                0.74647,                0.90274,                0.96676,                0.60909,                0.68791,                0.36986,                  1.456,                0.79977,                 1.0097,              0.0011983,              0.0011983,              0.0011983
                    144,                0.80889,                0.62998,                0.85675,                0.82671,                 0.7697,                0.76646,                0.36239,                 1.4665,                0.81551,                  1.012,               0.001195,               0.001195,               0.001195
                    145,                 1.0339,                0.66977,                0.83097,                0.82671,                 0.7697,                0.76646,                0.36239,                 1.4665,                0.81551,                  1.012,              0.0011917,              0.0011917,              0.0011917
                    146,                0.79944,                0.67872,                 0.8487,                0.82655,                 0.7697,                0.76182,                0.36716,                 1.4795,                0.83627,                  1.015,              0.0011884,              0.0011884,              0.0011884
                    147,                0.87382,                0.72526,                0.91634,                0.82655,                 0.7697,                0.76182,                0.36716,                 1.4795,                0.83627,                  1.015,              0.0011851,              0.0011851,              0.0011851
                    148,                0.80284,                0.66079,                 0.8471,                0.73635,                 0.7697,                0.74528,                0.37862,                 1.4893,                0.84733,                 1.0066,              0.0011818,              0.0011818,              0.0011818
                    149,                0.77353,                0.70646,                0.86291,                0.73635,                 0.7697,                0.74528,                0.37862,                 1.4893,                0.84733,                 1.0066,              0.0011785,              0.0011785,              0.0011785
                    150,                0.87018,                  0.711,                0.84809,                0.77185,                0.76722,                0.74681,                 0.3973,                 1.4471,                0.82332,                0.99548,              0.0011752,              0.0011752,              0.0011752
                    151,                0.89499,                0.64684,                0.87756,                0.77185,                0.76722,                0.74681,                 0.3973,                 1.4471,                0.82332,                0.99548,              0.0011719,              0.0011719,              0.0011719
                    152,                0.90454,                0.69828,                 0.8795,                0.75826,                 0.7697,                0.74689,                0.39306,                 1.4299,                0.79666,                0.99633,              0.0011686,              0.0011686,              0.0011686
                    153,                0.98036,                0.66928,                0.82338,                0.75826,                 0.7697,                0.74689,                0.39306,                 1.4299,                0.79666,                0.99633,              0.0011653,              0.0011653,              0.0011653
                    154,                0.82554,                0.89499,                0.89325,                0.82397,                0.86705,                0.84517,                0.39247,                 1.4389,                0.81167,                 1.0008,               0.001162,               0.001162,               0.001162
                    155,                0.76267,                0.61565,                0.86269,                0.82397,                0.86705,                0.84517,                0.39247,                 1.4389,                0.81167,                 1.0008,              0.0011587,              0.0011587,              0.0011587
