                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.2749,                 1.8132,                0.99856,                0.01537,                0.45455,                0.19589,                0.12829,                 1.4482,                 3.0524,                0.94723,             0.00041643,             0.00041643,             0.00041643
                     16,                 1.3502,                 1.4772,                0.95117,                0.01594,                0.45455,                0.18599,                0.12481,                 1.4356,                 3.0567,                0.94606,             0.00044003,             0.00044003,             0.00044003
                     17,                 1.2283,                 1.2889,                0.93748,                0.01768,                0.48485,                0.19162,                0.12899,                  1.434,                 3.0305,                0.94266,             0.00046297,             0.00046297,             0.00046297
                     18,                 1.2583,                 1.4506,                0.97681,                0.01794,                 0.4697,                0.18484,                0.12646,                 1.4613,                 3.0208,                0.95455,             0.00048526,             0.00048526,             0.00048526
                     19,                 1.1979,                 1.4644,                0.91771,                0.01832,                 0.4697,                0.17356,                 0.1184,                 1.4913,                 3.0435,                0.97331,             0.00050688,             0.00050688,             0.00050688
                     20,                 1.4168,                 1.5097,                0.98064,                0.01834,                 0.4697,                0.16538,                0.11401,                 1.5023,                  3.063,                0.98324,             0.00052784,             0.00052784,             0.00052784
                     21,                 1.3367,                 1.3889,                0.90557,                0.01809,                 0.4697,                0.14906,                0.10454,                  1.469,                 3.0859,                0.98558,             0.00054814,             0.00054814,             0.00054814
                     22,                 1.3911,                 1.5149,                 0.9312,                0.01812,                0.48485,                0.15765,                0.10672,                 1.4755,                  3.079,                0.98521,             0.00056779,             0.00056779,             0.00056779
                     23,                 1.3651,                 1.5855,                  1.135,                0.01728,                0.48485,                 0.1695,                0.11668,                 1.4589,                 3.0104,                0.98539,             0.00058677,             0.00058677,             0.00058677
                     24,                 1.1111,                 1.2958,                0.96592,                0.01791,                    0.6,                0.18369,                0.12012,                 1.5215,                   2.94,                0.99406,             0.00060509,             0.00060509,             0.00060509
                     25,                 1.2481,                 1.2589,                 0.9348,                 0.0171,                    0.6,                 0.2239,                0.14297,                 1.5517,                 2.9043,                 1.0168,             0.00062275,             0.00062275,             0.00062275
                     26,                 1.2713,                 1.2947,                0.99855,                0.01632,                    0.6,                0.25511,                0.16813,                 1.4965,                 2.8721,                 1.0129,             0.00063975,             0.00063975,             0.00063975
                     27,                  1.301,                 1.2333,                0.91735,                0.01599,                    0.6,                0.24877,                 0.1591,                 1.4804,                 2.8609,                 1.0136,             0.00065609,             0.00065609,             0.00065609
                     28,                 1.0991,                 1.2622,                0.93341,                0.01599,                    0.6,                0.24877,                 0.1591,                 1.4804,                 2.8609,                 1.0136,             0.00067178,             0.00067178,             0.00067178
                     29,                 1.2326,                 1.4107,                0.93641,                      1,                0.02983,                0.25902,                0.17824,                 1.4613,                  2.787,                0.99546,              0.0006868,              0.0006868,              0.0006868
                     30,                 1.1498,                 1.1552,                0.91304,                      1,                0.05565,                0.29054,                0.19587,                 1.4267,                 2.7562,                0.97168,             0.00070116,             0.00070116,             0.00070116
                     31,                 1.1848,                 1.1782,                0.88798,                      1,                0.05565,                0.29054,                0.19587,                 1.4267,                 2.7562,                0.97168,             0.00071486,             0.00071486,             0.00071486
                     32,                 1.2105,                 1.0658,                0.88154,                      1,                0.05778,                0.34039,                0.21897,                 1.4354,                 2.7178,                0.96617,              0.0007279,              0.0007279,              0.0007279
                     33,                 1.1652,                 1.2103,                 0.8783,                      1,                0.06951,                0.37715,                0.23245,                 1.4526,                 2.7232,                0.97033,             0.00074028,             0.00074028,             0.00074028
                     34,                 1.0788,                 1.0441,                0.88849,                      1,                0.06951,                0.37715,                0.23245,                 1.4526,                 2.7232,                0.97033,               0.000752,               0.000752,               0.000752
                     35,                 1.0845,                 1.2388,                0.87359,                      1,                0.08202,                0.39662,                0.22479,                 1.4914,                 2.6502,                0.98476,             0.00076306,             0.00076306,             0.00076306
                     36,                 1.1192,                 1.2881,                0.89975,                0.46586,                0.34848,                0.38828,                0.20799,                 1.5348,                 2.7284,                 1.0175,             0.00077346,             0.00077346,             0.00077346
                     37,                 1.0972,                 1.0107,                0.90886,                0.46586,                0.34848,                0.38828,                0.20799,                 1.5348,                 2.7284,                 1.0175,              0.0007832,              0.0007832,              0.0007832
                     38,                 1.1055,                  1.177,                0.95451,                      1,                 0.0439,                0.32546,                0.18844,                 1.5255,                 2.7894,                0.99956,             0.00079228,             0.00079228,             0.00079228
                     39,                 1.1056,                 1.1285,                0.89698,                      1,                0.07878,                0.33395,                0.19757,                  1.524,                 2.7097,                0.99996,              0.0008007,              0.0008007,              0.0008007
                     40,                 1.1127,                 1.0619,                0.93278,                      1,                0.07878,                0.33395,                0.19757,                  1.524,                 2.7097,                0.99996,             0.00080846,             0.00080846,             0.00080846
                     41,                 1.0369,                 0.9639,                0.90274,                      1,                0.11526,                0.50112,                0.27344,                 1.5034,                 2.4268,                 1.0051,             0.00081556,             0.00081556,             0.00081556
                     42,                 1.0156,                 1.0516,                0.94044,                      1,                 0.1263,                 0.5541,                0.32023,                 1.4546,                 2.2558,                 1.0028,               0.000822,               0.000822,               0.000822
                     43,                 1.0623,                 1.0149,                 0.8762,                      1,                 0.1263,                 0.5541,                0.32023,                 1.4546,                 2.2558,                 1.0028,             0.00082778,             0.00082778,             0.00082778
                     44,                 1.0899,                0.92149,                0.89448,                      1,                0.18041,                0.56959,                0.33436,                 1.4979,                 2.2084,                 1.0133,              0.0008329,              0.0008329,              0.0008329
                     45,                 1.0531,                 0.9708,                0.88803,                      1,                0.18041,                0.56959,                0.33436,                 1.4979,                 2.2084,                 1.0133,             0.00083736,             0.00083736,             0.00083736
                     46,                 1.0745,                 1.0522,                0.91962,                      1,                0.17461,                0.56243,                0.32441,                 1.5275,                 2.1926,                 1.0233,             0.00084116,             0.00084116,             0.00084116
                     47,                 1.0953,                 1.1224,                0.95577,                      1,                0.17461,                0.56243,                0.32441,                 1.5275,                 2.1926,                 1.0233,              0.0008443,              0.0008443,              0.0008443
                     48,                 1.0851,                0.92542,                0.89615,                      1,                0.21103,                0.55631,                0.30167,                 1.5231,                 2.1332,                 1.0231,             0.00084678,             0.00084678,             0.00084678
                     49,                 1.1094,                 1.0132,                0.96585,                      1,                0.21103,                0.55631,                0.30167,                 1.5231,                 2.1332,                 1.0231,              0.0008486,              0.0008486,              0.0008486
                     50,                 1.0882,                0.95255,                0.87638,                      1,                0.24949,                0.54907,                0.28256,                 1.5044,                 2.0046,                 1.0141,             0.00084975,             0.00084975,             0.00084975
                     51,                 1.2222,                0.95502,                0.90198,                      1,                0.24949,                0.54907,                0.28256,                 1.5044,                 2.0046,                 1.0141,             0.00084184,             0.00084184,             0.00084184
                     52,                 1.1572,                0.97092,                 0.8861,                0.93947,                0.30303,                0.54781,                0.26874,                 1.5313,                 1.8473,                 1.0196,             0.00082533,             0.00082533,             0.00082533
                     53,                 1.0609,                0.93363,                0.86843,                0.93947,                0.30303,                0.54781,                0.26874,                 1.5313,                 1.8473,                 1.0196,             0.00080883,             0.00080883,             0.00080883
                     54,                0.96876,                0.96901,                0.87799,                0.96189,                0.36741,                0.49227,                0.26737,                 1.5169,                 1.7607,                  1.025,             0.00079233,             0.00079233,             0.00079233
                     55,                  1.071,                 1.1137,                 0.9684,                0.96189,                0.36741,                0.49227,                0.26737,                 1.5169,                 1.7607,                  1.025,             0.00077582,             0.00077582,             0.00077582
                     56,                 1.1002,                0.98267,                 0.8606,                0.46081,                0.35644,                 0.4786,                0.27399,                 1.4938,                 1.7559,                 1.0228,             0.00075932,             0.00075932,             0.00075932
                     57,                 1.1434,                0.94122,                0.87096,                0.46081,                0.35644,                 0.4786,                0.27399,                 1.4938,                 1.7559,                 1.0228,             0.00074282,             0.00074282,             0.00074282
                     58,                 1.1547,                 1.0298,                0.92393,                0.47932,                 0.3512,                0.46748,                 0.2849,                 1.4701,                 1.8133,                 1.0208,             0.00072631,             0.00072631,             0.00072631
                     59,                0.93367,                 1.0233,                0.89038,                0.47932,                 0.3512,                0.46748,                 0.2849,                 1.4701,                 1.8133,                 1.0208,             0.00070981,             0.00070981,             0.00070981
                     60,                 1.0434,                 1.0243,                0.86688,                    0.5,                0.39372,                0.47861,                0.28881,                 1.5013,                 1.7091,                 1.0201,             0.00069331,             0.00069331,             0.00069331
                     61,                 1.0466,                0.96086,                0.90331,                    0.5,                0.39372,                0.47861,                0.28881,                 1.5013,                 1.7091,                 1.0201,              0.0006768,              0.0006768,              0.0006768
                     62,                 1.0358,                 1.0645,                0.87602,                0.48398,                0.45794,                0.51799,                0.29647,                 1.5189,                 1.4452,                 1.0231,              0.0006603,              0.0006603,              0.0006603
                     63,                0.96538,                 1.0108,                0.86081,                0.48398,                0.45794,                0.51799,                0.29647,                 1.5189,                 1.4452,                 1.0231,              0.0006438,              0.0006438,              0.0006438
                     64,                0.99315,                   1.26,                0.89084,                0.79495,                 0.5697,                  0.607,                0.32966,                 1.5352,                 1.3009,                 1.0214,             0.00062729,             0.00062729,             0.00062729
                     65,                0.89097,                0.83057,                0.87249,                0.79495,                 0.5697,                  0.607,                0.32966,                 1.5352,                 1.3009,                 1.0214,             0.00061079,             0.00061079,             0.00061079
                     66,                  1.053,                 1.0044,                0.86021,                0.88124,                 0.5697,                0.64427,                0.37102,                 1.4994,                 1.2502,                 1.0149,             0.00059429,             0.00059429,             0.00059429
                     67,                0.96037,                 1.0692,                0.87966,                0.88124,                 0.5697,                0.64427,                0.37102,                 1.4994,                 1.2502,                 1.0149,             0.00057778,             0.00057778,             0.00057778
                     68,                0.96608,                0.89317,                0.86067,                0.87492,                0.55235,                0.64203,                0.37431,                 1.5103,                 1.2586,                 1.0256,             0.00056128,             0.00056128,             0.00056128
                     69,                 1.0934,                0.87372,                0.85947,                0.87492,                0.55235,                0.64203,                0.37431,                 1.5103,                 1.2586,                 1.0256,             0.00054478,             0.00054478,             0.00054478
                     70,                 1.1386,                 1.0005,                0.92046,                0.78848,                 0.5697,                 0.6422,                0.37617,                 1.5172,                 1.2405,                 1.0219,             0.00052827,             0.00052827,             0.00052827
                     71,                0.94006,                0.88777,                0.85427,                0.78848,                 0.5697,                 0.6422,                0.37617,                 1.5172,                 1.2405,                 1.0219,             0.00051177,             0.00051177,             0.00051177
                     72,                 1.0994,                0.92836,                0.83675,                  0.759,                 0.5697,                0.66198,                0.37398,                 1.5129,                 1.1854,                 1.0155,             0.00049527,             0.00049527,             0.00049527
                     73,                0.83437,                0.86169,                0.86709,                  0.759,                 0.5697,                0.66198,                0.37398,                 1.5129,                 1.1854,                 1.0155,             0.00047876,             0.00047876,             0.00047876
                     74,                 1.0654,                0.86235,                0.91216,                0.99465,                0.65628,                0.69617,                0.37012,                 1.5218,                 1.1189,                 1.0146,             0.00046226,             0.00046226,             0.00046226
                     75,                 1.0295,                0.85299,                0.88014,                0.99465,                0.65628,                0.69617,                0.37012,                 1.5218,                 1.1189,                 1.0146,             0.00044576,             0.00044576,             0.00044576
                     76,                0.92566,                0.80521,                0.85707,                0.73892,                 0.5697,                0.66198,                0.37035,                 1.5186,                 1.0803,                 1.0146,             0.00042925,             0.00042925,             0.00042925
                     77,                0.88711,                0.80433,                0.89104,                0.73892,                 0.5697,                0.66198,                0.37035,                 1.5186,                 1.0803,                 1.0146,             0.00041275,             0.00041275,             0.00041275
                     78,                0.98129,                0.86072,                0.88744,                0.77064,                0.56624,                0.62475,                0.36927,                 1.5114,                 1.0715,                 1.0168,             0.00039625,             0.00039625,             0.00039625
                     79,                0.82885,                0.95332,                0.89992,                0.77064,                0.56624,                0.62475,                0.36927,                 1.5114,                 1.0715,                 1.0168,             0.00037974,             0.00037974,             0.00037974
                     80,                0.82196,                0.96332,                0.90535,                0.72601,                 0.5697,                 0.6329,                0.35563,                 1.5303,                 1.0934,                 1.0182,             0.00036324,             0.00036324,             0.00036324
                     81,                0.87231,                0.99894,                0.91017,                0.72601,                 0.5697,                 0.6329,                0.35563,                 1.5303,                 1.0934,                 1.0182,             0.00034674,             0.00034674,             0.00034674
                     82,                0.91082,                 0.8611,                0.87246,                0.74773,                 0.5697,                0.63681,                0.35056,                 1.5232,                 1.0876,                 1.0058,             0.00033023,             0.00033023,             0.00033023
                     83,                0.80395,                0.88011,                0.95406,                0.74773,                 0.5697,                0.63681,                0.35056,                 1.5232,                 1.0876,                 1.0058,             0.00031373,             0.00031373,             0.00031373
                     84,                0.87247,                0.81648,                0.88873,                0.99791,                0.66285,                0.70144,                0.35737,                 1.5061,                 1.0765,                0.99478,             0.00029723,             0.00029723,             0.00029723
                     85,                0.96858,                0.81408,                 0.8721,                0.99791,                0.66285,                0.70144,                0.35737,                 1.5061,                 1.0765,                0.99478,             0.00028072,             0.00028072,             0.00028072
                     86,                 1.0295,                 0.9196,                0.86756,                      1,                0.65907,                0.70299,                0.35735,                 1.5005,                 1.0505,                0.98854,             0.00026422,             0.00026422,             0.00026422
                     87,                 1.0243,                0.93207,                0.84064,                      1,                0.65907,                0.70299,                0.35735,                 1.5005,                 1.0505,                0.98854,             0.00024772,             0.00024772,             0.00024772
                     88,                0.84716,                0.98433,                0.86777,                      1,                0.65087,                0.70046,                 0.3616,                 1.4945,                  1.036,                0.99007,             0.00023121,             0.00023121,             0.00023121
                     89,                0.81533,                0.78468,                0.87223,                      1,                0.65087,                0.70046,                 0.3616,                 1.4945,                  1.036,                0.99007,             0.00021471,             0.00021471,             0.00021471
                     90,                0.88888,                0.93687,                0.87241,                      1,                0.64873,                0.69977,                0.36748,                 1.4881,                 1.0365,                0.98988,             0.00019821,             0.00019821,             0.00019821
                     91,                0.94156,                0.91545,                0.87738,                      1,                0.64873,                0.69977,                0.36748,                 1.4881,                 1.0365,                0.98988,              0.0001817,              0.0001817,              0.0001817
                     92,                0.93511,                0.84291,                0.85618,                0.98886,                0.64884,                0.69994,                 0.3613,                 1.5003,                 1.0441,                0.99352,              0.0001652,              0.0001652,              0.0001652
                     93,                0.71446,                 1.1619,                 0.8406,                0.98886,                0.64884,                0.69994,                 0.3613,                 1.5003,                 1.0441,                0.99352,              0.0001487,              0.0001487,              0.0001487
                     94,                0.84584,                0.85692,                0.84718,                0.98074,                0.64685,                0.70012,                0.36918,                 1.4997,                 1.0603,                0.99659,             0.00013219,             0.00013219,             0.00013219
                     95,                0.90714,                0.92424,                0.84623,                0.98074,                0.64685,                0.70012,                0.36918,                 1.4997,                 1.0603,                0.99659,             0.00011569,             0.00011569,             0.00011569
                     96,                0.86038,                0.88295,                0.87373,                0.97692,                0.64657,                0.70338,                0.36639,                 1.4973,                 1.0715,                0.99878,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.97106,                 1.0018,                 0.8454,                0.97692,                0.64657,                0.70338,                0.36639,                 1.4973,                 1.0715,                0.99878,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.94291,                 1.0102,                0.86314,                0.96987,                 0.6461,                  0.707,                0.37714,                  1.497,                 1.0635,                0.99741,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.86179,                0.86958,                0.84795,                0.96987,                 0.6461,                  0.707,                0.37714,                  1.497,                 1.0635,                0.99741,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                 0.7544,                0.89348,                0.84937,                0.96976,                0.66305,                0.70879,                0.38529,                 1.4912,                 1.0378,                0.99771,             3.3173e-05,             3.3173e-05,             3.3173e-05
