                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 0.9688,                 1.0921,                0.95794,                0.94752,                0.09091,                0.21987,                0.14861,                 1.1913,                 3.0265,                 1.1017,             0.00089325,             0.00089325,             0.00089325
                     15,                0.95342,                 1.0604,                0.96493,                0.87222,                0.11044,                0.26082,                0.17893,                 1.1696,                 2.8889,                 1.1103,             0.00095627,             0.00095627,             0.00095627
                     16,                0.99546,                 1.0878,                0.97057,                0.83057,                0.14788,                0.40569,                 0.2843,                 1.1904,                 2.7427,                 1.1225,               0.001019,               0.001019,               0.001019
                     17,                0.94188,                 1.0615,                0.93798,                0.81856,                0.20042,                0.53348,                0.38849,                 1.1826,                 2.6294,                 1.0789,              0.0010815,              0.0010815,              0.0010815
                     18,                0.91429,                 1.0598,                0.96935,                0.99151,                0.22132,                0.63352,                0.45793,                 1.1666,                 2.4491,                  1.046,              0.0011437,              0.0011437,              0.0011437
                     19,                0.97409,                 1.0449,                0.93364,                0.96519,                0.25175,                0.71074,                0.49616,                 1.2054,                 2.3497,                 1.0919,              0.0012057,              0.0012057,              0.0012057
                     20,                 0.9909,                 1.0879,                  1.016,                 0.9048,                 0.2725,                0.72081,                 0.5143,                 1.2006,                 2.2778,                 1.1107,              0.0012674,              0.0012674,              0.0012674
                     21,                0.98281,                0.99251,                0.96931,                0.89953,                0.39291,                0.71477,                0.50349,                 1.2229,                  2.286,                 1.1985,              0.0013288,              0.0013288,              0.0013288
                     22,                 1.0103,                0.97345,                0.94409,                 0.8873,                0.45757,                0.71666,                0.48661,                 1.2434,                 2.2328,                 1.2109,                0.00139,                0.00139,                0.00139
                     23,                0.95492,                0.98754,                0.92982,                0.95001,                0.49633,                0.76888,                0.51983,                 1.2106,                 1.9308,                 1.1229,              0.0014509,              0.0014509,              0.0014509
                     24,                0.95341,                0.95961,                0.94229,                0.91523,                0.52376,                0.75729,                0.52602,                 1.1754,                 1.7188,                 1.1101,              0.0015115,              0.0015115,              0.0015115
                     25,                0.88899,                0.93852,                0.95134,                0.80787,                0.63962,                 0.7219,                0.50358,                 1.2513,                 1.6357,                 1.1134,              0.0015719,              0.0015719,              0.0015719
                     26,                0.96083,                 1.0066,                0.99286,                0.82466,                0.65157,                0.71459,                0.52335,                  1.232,                 1.7522,                 1.0829,              0.0015845,              0.0015845,              0.0015845
                     27,                0.98143,                0.96298,                0.94954,                0.86178,                0.58557,                0.71122,                0.51391,                 1.2168,                 1.7998,                 1.1145,              0.0015812,              0.0015812,              0.0015812
                     28,                 0.9061,                  0.967,                0.96389,                0.91868,                0.60965,                0.75007,                0.52906,                 1.1826,                 1.6349,                 1.0996,              0.0015779,              0.0015779,              0.0015779
                     29,                0.99408,                0.99026,                 1.0167,                0.93267,                0.64872,                 0.7713,                0.54197,                   1.16,                 1.5835,                 1.1002,              0.0015746,              0.0015746,              0.0015746
                     30,                0.84056,                0.94195,                0.94452,                0.90148,                0.63506,                0.75331,                0.53855,                 1.1812,                 1.6306,                  1.094,              0.0015713,              0.0015713,              0.0015713
                     31,                0.97008,                0.94295,                0.95321,                0.89857,                0.65801,                0.77862,                0.54403,                  1.212,                 1.5575,                 1.1582,               0.001568,               0.001568,               0.001568
                     32,                0.90227,                 0.9139,                0.95478,                 0.8986,                0.69589,                0.79382,                0.55119,                 1.2265,                 1.4661,                 1.1784,              0.0015647,              0.0015647,              0.0015647
                     33,                0.82844,                0.86046,                0.91152,                0.90817,                0.73185,                 0.7912,                0.55051,                 1.2097,                 1.4013,                  1.148,              0.0015614,              0.0015614,              0.0015614
                     34,                0.92147,                0.83513,                 0.9341,                0.89539,                0.69423,                0.78698,                0.56072,                 1.1608,                 1.4624,                 1.1123,              0.0015581,              0.0015581,              0.0015581
                     35,                 0.8711,                0.83374,                0.90096,                0.95045,                0.69927,                0.79507,                0.56408,                  1.168,                 1.4451,                 1.1358,              0.0015548,              0.0015548,              0.0015548
                     36,                0.81307,                0.85604,                0.93519,                0.88249,                0.70455,                0.84342,                0.58249,                  1.179,                  1.389,                 1.1324,              0.0015515,              0.0015515,              0.0015515
                     37,                0.87993,                0.83581,                0.95611,                 0.8668,                0.77381,                0.86011,                 0.5658,                 1.1688,                 1.2669,                 1.0907,              0.0015482,              0.0015482,              0.0015482
                     38,                0.87887,                0.84508,                0.91023,                0.88022,                0.82035,                0.87818,                0.57904,                 1.1605,                 1.1707,                 1.1077,              0.0015449,              0.0015449,              0.0015449
                     39,                0.89531,                0.83804,                0.93397,                0.95202,                0.72284,                0.88598,                0.60792,                 1.1042,                 1.1309,                 1.0845,              0.0015416,              0.0015416,              0.0015416
                     40,                0.84198,                0.76352,                0.90299,                0.96121,                0.75824,                0.91351,                0.61973,                 1.0772,                 1.0532,                 1.0803,              0.0015383,              0.0015383,              0.0015383
                     41,                0.88674,                0.77626,                0.93207,                 0.9407,                0.82527,                0.93205,                0.61963,                 1.1086,                 1.0373,                 1.0906,               0.001535,               0.001535,               0.001535
                     42,                0.84659,                0.81216,                0.95035,                0.94367,                0.78354,                0.92626,                0.61368,                 1.1184,                 1.0654,                 1.0982,              0.0015317,              0.0015317,              0.0015317
                     43,                0.92439,                 0.7995,                0.92795,                 0.8161,                0.88651,                0.93189,                0.62622,                 1.0834,                 1.0658,                 1.0529,              0.0015284,              0.0015284,              0.0015284
                     44,                0.88129,                0.80699,                0.92886,                0.87853,                0.80637,                0.91425,                0.62398,                  1.113,                 1.0127,                 1.0748,              0.0015251,              0.0015251,              0.0015251
                     45,                 0.9218,                0.85343,                 1.0407,                0.79005,                0.86678,                0.89702,                0.60594,                 1.0832,                 1.0331,                 1.0355,              0.0015218,              0.0015218,              0.0015218
                     46,                0.96652,                0.80798,                0.93298,                 0.8281,                0.77467,                  0.871,                0.60409,                 1.0341,                 1.0326,                 1.0309,              0.0015185,              0.0015185,              0.0015185
                     47,                 0.8781,                0.82556,                0.98766,                0.76506,                0.84548,                0.85645,                0.61577,                 1.0454,                 1.0277,                 1.0518,              0.0015152,              0.0015152,              0.0015152
                     48,                0.89171,                0.79189,                 0.9855,                0.78523,                0.87166,                0.88381,                0.61897,                 1.0692,                 1.0288,                 1.0735,              0.0015119,              0.0015119,              0.0015119
                     49,                0.85027,                0.77183,                 0.9133,                0.81809,                0.81881,                 0.8895,                0.62321,                 1.1013,                 1.0191,                 1.0653,              0.0015086,              0.0015086,              0.0015086
                     50,                 0.8582,                0.74524,                0.91867,                0.87808,                0.77056,                0.87205,                0.60239,                 1.1555,                 1.0258,                 1.0549,              0.0015053,              0.0015053,              0.0015053
                     51,                0.86115,                0.76313,                 0.9571,                0.82308,                0.82079,                0.86222,                0.57868,                 1.1917,                 1.0496,                 1.1046,               0.001502,               0.001502,               0.001502
                     52,                0.83332,                0.73188,                0.92759,                 0.8354,                0.73593,                0.86287,                 0.5774,                 1.1508,                 1.0682,                 1.0794,              0.0014987,              0.0014987,              0.0014987
                     53,                0.84792,                0.74961,                0.91938,                 0.9016,                0.72206,                0.88138,                0.58804,                 1.1661,                 1.0671,                 1.0799,              0.0014954,              0.0014954,              0.0014954
                     54,                0.85816,                0.74351,                0.94789,                0.81689,                0.85291,                0.90262,                0.59739,                 1.1352,                0.97017,                 1.0542,              0.0014921,              0.0014921,              0.0014921
                     55,                0.81942,                0.71498,                 0.9168,                0.93518,                0.77489,                0.92007,                0.63588,                 1.0893,                0.92073,                 1.0394,              0.0014888,              0.0014888,              0.0014888
                     56,                0.82995,                0.72798,                 0.9481,                0.92128,                0.81277,                0.93032,                0.64651,                 1.0961,                0.85894,                 1.0659,              0.0014855,              0.0014855,              0.0014855
                     57,                0.81402,                0.68833,                0.90633,                 0.9401,                  0.799,                0.92826,                0.65432,                 1.0476,                 0.8499,                 1.0233,              0.0014822,              0.0014822,              0.0014822
                     58,                0.77657,                0.69538,                0.93005,                0.87603,                0.86592,                0.93065,                  0.657,                 1.0292,                0.86221,                  1.025,              0.0014789,              0.0014789,              0.0014789
                     59,                0.83992,                0.66784,                0.90512,                0.95008,                0.81337,                0.92304,                0.63735,                 1.0271,                0.87478,                 1.0269,              0.0014756,              0.0014756,              0.0014756
                     60,                0.79996,                0.68675,                0.89613,                0.97382,                0.81249,                0.92282,                 0.6448,                 1.0808,                0.85751,                 1.0506,              0.0014723,              0.0014723,              0.0014723
                     61,                0.83508,                0.67268,                0.91061,                 0.8694,                0.88176,                 0.9277,                0.64251,                 1.0664,                0.84279,                 1.0347,               0.001469,               0.001469,               0.001469
                     62,                0.80044,                 0.6932,                0.92061,                0.89833,                0.89827,                0.93103,                0.66261,                 1.0486,                 0.7964,                 1.0417,              0.0014657,              0.0014657,              0.0014657
                     63,                 0.7678,                0.66117,                0.87199,                0.93471,                0.87554,                0.93532,                0.65638,                 1.0443,                 0.7659,                   1.03,              0.0014624,              0.0014624,              0.0014624
                     64,                0.77923,                0.66292,                  0.912,                0.95106,                0.85133,                0.92612,                0.67271,                 1.0567,                0.77507,                 1.0621,              0.0014591,              0.0014591,              0.0014591
                     65,                0.74046,                0.62565,                0.88235,                0.94534,                0.87629,                0.93132,                0.66433,                 1.0292,                0.77016,                  1.063,              0.0014558,              0.0014558,              0.0014558
                     66,                0.75276,                0.64771,                 0.9032,                0.95858,                0.88306,                0.94401,                0.65452,                 1.0489,                0.74621,                 1.0782,              0.0014525,              0.0014525,              0.0014525
                     67,                0.84074,                0.67615,                0.91336,                0.93439,                0.87913,                0.95228,                0.65303,                 1.0426,                0.75777,                 1.0658,              0.0014492,              0.0014492,              0.0014492
                     68,                0.75826,                0.68605,                0.92618,                0.94081,                0.85638,                0.95435,                0.63666,                 1.0601,                0.74165,                 1.0707,              0.0014459,              0.0014459,              0.0014459
                     69,                0.76545,                0.62053,                0.90599,                0.94553,                0.85281,                0.94689,                0.64105,                 1.0559,                 0.7368,                 1.0474,              0.0014426,              0.0014426,              0.0014426
                     70,                0.75704,                0.60862,                0.88135,                0.94498,                0.89069,                0.94759,                0.65793,                 1.0279,                0.75148,                 1.0219,              0.0014393,              0.0014393,              0.0014393
                     71,                0.74472,                0.62047,                0.91031,                0.95311,                0.88735,                0.94319,                0.66003,                 1.0197,                0.74416,                 1.0305,               0.001436,               0.001436,               0.001436
                     72,                0.74826,                0.60353,                0.90336,                0.98311,                0.85542,                0.94232,                0.67038,                  1.016,                0.74448,                 1.0276,              0.0014327,              0.0014327,              0.0014327
                     73,                0.77617,                0.64645,                0.90105,                0.96678,                0.85049,                0.94205,                0.67323,                 1.0158,                0.77597,                 1.0225,              0.0014294,              0.0014294,              0.0014294
                     74,                0.74503,                0.66573,                 0.9162,                0.96146,                0.82521,                0.93304,                0.66349,                 1.0147,                0.76569,                 1.0273,              0.0014261,              0.0014261,              0.0014261
                     75,                0.79069,                0.65256,                0.90649,                0.91876,                0.83658,                0.93176,                0.64034,                 1.0157,                0.79877,                 1.0156,              0.0014228,              0.0014228,              0.0014228
                     76,                0.80953,                0.65891,                0.90784,                0.90578,                0.86009,                0.93023,                0.64729,                 1.0403,                0.79736,                 1.0135,              0.0014195,              0.0014195,              0.0014195
                     77,                0.79444,                0.62345,                0.89824,                0.91291,                0.90761,                0.94515,                0.66241,                 1.0101,                 0.7275,                0.99848,              0.0014161,              0.0014161,              0.0014161
                     78,                0.78061,                0.62277,                0.90915,                0.95956,                  0.913,                0.95379,                0.67406,                 1.0059,                0.69021,                0.99697,              0.0014128,              0.0014128,              0.0014128
                     79,                0.86905,                 0.6356,                0.91357,                0.93289,                0.91403,                0.94973,                0.67289,                 1.0318,                0.71549,                 1.0085,              0.0014095,              0.0014095,              0.0014095
                     80,                0.78043,                 0.6323,                0.92584,                0.91589,                0.88932,                0.93301,                0.65479,                 1.0333,                0.76349,                 1.0188,              0.0014062,              0.0014062,              0.0014062
                     81,                0.70976,                0.62243,                0.88983,                0.92515,                0.86275,                0.91155,                0.63694,                 1.0848,                0.78545,                 1.0568,              0.0014029,              0.0014029,              0.0014029
                     82,                0.80646,                0.64703,                 0.9393,                0.97592,                0.83598,                0.91325,                 0.6262,                 1.1058,                0.75729,                 1.0509,              0.0013996,              0.0013996,              0.0013996
                     83,                0.80206,                0.60695,                0.88379,                0.94326,                0.86495,                0.91565,                0.63036,                 1.0745,                0.74857,                 1.0391,              0.0013963,              0.0013963,              0.0013963
                     84,                0.74764,                0.62053,                0.89981,                 0.9797,                0.81738,                0.92236,                 0.6422,                 1.0552,                0.73235,                 1.0297,               0.001393,               0.001393,               0.001393
                     85,                0.85475,                0.66418,                0.97237,                0.93587,                0.83555,                0.92293,                0.65243,                 1.0558,                0.75794,                 1.0237,              0.0013897,              0.0013897,              0.0013897
                     86,                0.76659,                0.58105,                0.89473,                0.92335,                  0.852,                0.92171,                0.66468,                 1.0439,                0.74547,                 1.0268,              0.0013864,              0.0013864,              0.0013864
                     87,                 0.8198,                0.64492,                0.92849,                0.91844,                0.90207,                0.93012,                0.66295,                 1.0398,                0.67597,                 1.0197,              0.0013831,              0.0013831,              0.0013831
                     88,                0.77203,                0.60342,                0.90628,                0.90476,                0.91582,                0.93463,                0.66691,                 1.0527,                0.66245,                 1.0196,              0.0013798,              0.0013798,              0.0013798
                     89,                 0.7501,                0.55126,                0.88644,                0.92926,                0.89322,                0.93621,                0.65548,                 1.0863,                0.68254,                 1.0361,              0.0013765,              0.0013765,              0.0013765
                     90,                0.74798,                0.58933,                0.89754,                0.91594,                0.89059,                0.93168,                0.65506,                 1.0825,                0.74339,                 1.0451,              0.0013732,              0.0013732,              0.0013732
                     91,                0.69292,                0.55341,                0.87992,                0.91416,                0.86509,                0.91623,                0.65164,                 1.1044,                0.75823,                 1.0702,              0.0013699,              0.0013699,              0.0013699
                     92,                 0.7961,                0.59335,                0.91423,                0.92186,                  0.871,                0.91623,                0.65258,                 1.0802,                0.74414,                 1.0551,              0.0013666,              0.0013666,              0.0013666
                     93,                0.70986,                0.56603,                0.91198,                0.94462,                0.86933,                0.92844,                0.66879,                 1.0336,                0.68339,                  1.036,              0.0013633,              0.0013633,              0.0013633
                     94,                 0.7057,                0.54343,                0.88863,                0.94469,                0.87554,                0.94304,                0.68619,                 1.0208,                0.64043,                 1.0247,                0.00136,                0.00136,                0.00136
                     95,                 0.7467,                0.57729,                0.88773,                0.92189,                 0.9145,                0.95213,                0.67596,                 1.0357,                0.62412,                 1.0207,              0.0013567,              0.0013567,              0.0013567
                     96,                0.74945,                0.54867,                0.88885,                0.93989,                0.88246,                0.94874,                0.66248,                 1.0628,                0.66825,                 1.0463,              0.0013534,              0.0013534,              0.0013534
                     97,                0.78967,                0.58279,                0.91861,                0.95604,                0.86905,                0.94418,                0.65063,                 1.0884,                0.71606,                 1.0669,              0.0013501,              0.0013501,              0.0013501
                     98,                0.70093,                0.54819,                0.90062,                0.97047,                0.85768,                 0.9433,                0.65906,                 1.0706,                0.73668,                 1.0667,              0.0013468,              0.0013468,              0.0013468
                     99,                0.73145,                0.57132,                0.88146,                0.99636,                0.86543,                 0.9489,                0.65979,                 1.0636,                0.73363,                 1.0599,              0.0013435,              0.0013435,              0.0013435
                    100,                0.71569,                0.55537,                 0.9106,                0.99399,                0.84524,                0.95393,                0.66645,                 1.0586,                0.70447,                 1.0698,              0.0013402,              0.0013402,              0.0013402
                    101,                0.74172,                0.56031,                0.88484,                 0.9089,                0.92153,                 0.9601,                0.68146,                 1.0658,                0.66829,                 1.0841,              0.0013369,              0.0013369,              0.0013369
                    102,                0.66841,                0.51242,                 0.8813,                0.94233,                0.88203,                0.95993,                0.66994,                 1.0608,                 0.6697,                 1.0791,              0.0013336,              0.0013336,              0.0013336
                    103,                0.70169,                0.51725,                0.89459,                 0.9459,                0.87826,                0.93998,                 0.6629,                 1.0562,                0.66255,                 1.0609,              0.0013303,              0.0013303,              0.0013303
                    104,                0.67017,                0.51402,                0.86744,                0.92659,                 0.8906,                0.91624,                0.64959,                 1.0494,                0.63549,                 1.0487,               0.001327,               0.001327,               0.001327
                    105,                0.71088,                0.54689,                0.87354,                 0.9377,                 0.8769,                 0.9043,                0.65373,                 1.0493,                0.65906,                 1.0371,              0.0013237,              0.0013237,              0.0013237
                    106,                0.71938,                0.52945,                0.88616,                0.95205,                0.87363,                0.90739,                0.65448,                 1.0309,                0.66929,                 1.0307,              0.0013204,              0.0013204,              0.0013204
                    107,                  0.684,                 0.5426,                0.86892,                0.96736,                 0.8754,                0.93334,                0.64479,                 1.0233,                0.66448,                 1.0223,              0.0013171,              0.0013171,              0.0013171
                    108,                0.68089,                0.53956,                0.88726,                0.95453,                0.87755,                0.93457,                0.65039,                 1.0389,                0.65031,                 1.0339,              0.0013138,              0.0013138,              0.0013138
                    109,                0.72655,                0.55775,                0.89534,                0.93541,                0.92955,                0.94253,                0.66587,                 1.0162,                0.62054,                 1.0235,              0.0013105,              0.0013105,              0.0013105
                    110,                0.74957,                 0.5554,                0.92303,                0.92021,                0.94481,                0.94189,                  0.678,                0.97848,                0.59005,                 1.0076,              0.0013072,              0.0013072,              0.0013072
                    111,                0.71237,                0.54129,                0.90928,                0.94188,                 0.9359,                0.94256,                0.67377,                0.97838,                0.57407,                0.99545,              0.0013039,              0.0013039,              0.0013039
                    112,                0.73185,                0.54254,                0.88558,                 0.9299,                0.93945,                0.93991,                0.67632,                 1.0038,                0.56539,                  1.012,              0.0013006,              0.0013006,              0.0013006
                    113,                0.67805,                0.53251,                 0.8868,                0.92267,                0.93338,                0.93498,                0.66073,                 1.0237,                0.59109,                 1.0289,              0.0012973,              0.0012973,              0.0012973
                    114,                0.69411,                0.55821,                0.90959,                0.91221,                0.92032,                0.93367,                0.65793,                 1.0192,                0.59409,                 1.0372,               0.001294,               0.001294,               0.001294
                    115,                0.65394,                0.53636,                0.90644,                0.94338,                0.88567,                0.93449,                0.65197,                 1.0313,                0.61884,                 1.0477,              0.0012907,              0.0012907,              0.0012907
                    116,                0.67647,                0.52683,                0.85773,                0.93577,                0.86821,                0.93249,                0.65004,                 1.0324,                0.62009,                 1.0388,              0.0012874,              0.0012874,              0.0012874
                    117,                0.67578,                0.53069,                0.87475,                 0.9313,                0.86563,                0.92567,                0.63722,                 1.0331,                0.66477,                 1.0455,              0.0012841,              0.0012841,              0.0012841
                    118,                0.70743,                0.53931,                0.85892,                0.93666,                0.81277,                0.91075,                0.63278,                 1.0206,                0.69069,                 1.0379,              0.0012808,              0.0012808,              0.0012808
                    119,                0.63918,                  0.505,                0.87824,                0.85571,                0.88185,                0.90883,                0.62597,                 1.0105,                0.73751,                 1.0309,              0.0012775,              0.0012775,              0.0012775
                    120,                0.68954,                0.51992,                0.86782,                0.87847,                0.92208,                0.91003,                0.63579,                 1.0322,                 0.6964,                 1.0366,              0.0012742,              0.0012742,              0.0012742
                    121,                0.70308,                0.51331,                0.89354,                0.90712,                0.91565,                0.90759,                0.62968,                 1.0344,                0.67878,                 1.0387,              0.0012709,              0.0012709,              0.0012709
                    122,                0.76196,                0.55212,                0.92006,                0.89972,                0.92566,                0.91142,                0.64461,                 1.0268,                0.64142,                 1.0321,              0.0012676,              0.0012676,              0.0012676
                    123,                0.71876,                0.52611,                  0.886,                0.91722,                0.90693,                0.91933,                0.66008,                 1.0015,                  0.618,                 1.0154,              0.0012643,              0.0012643,              0.0012643
                    124,                0.66416,                0.50745,                0.84678,                0.90005,                0.93723,                0.92611,                0.67098,                0.97212,                0.61885,                 1.0143,               0.001261,               0.001261,               0.001261
                    125,                0.70485,                0.52637,                0.89858,                0.91485,                0.92733,                0.92594,                0.68539,                0.95947,                0.65388,                  1.012,              0.0012577,              0.0012577,              0.0012577
                    126,                0.65057,                0.49158,                0.86632,                0.97328,                0.89137,                0.93302,                 0.6984,                0.93895,                0.65137,                 1.0059,              0.0012544,              0.0012544,              0.0012544
                    127,                0.66858,                0.52384,                0.87531,                0.94699,                0.89735,                0.93024,                0.67921,                0.96942,                0.61345,                 1.0143,              0.0012511,              0.0012511,              0.0012511
                    128,                 0.6438,                0.51246,                0.88504,                0.96334,                0.89449,                0.92696,                0.67948,                0.97829,                0.59064,                 1.0232,              0.0012478,              0.0012478,              0.0012478
                    129,                0.72654,                0.51087,                0.87575,                0.97356,                0.90001,                  0.931,                0.67948,                0.95182,                0.59157,                0.99647,              0.0012445,              0.0012445,              0.0012445
                    130,                0.70617,                0.52646,                0.87127,                0.95403,                0.92965,                0.93297,                0.68176,                0.95901,                0.59547,                  1.004,              0.0012412,              0.0012412,              0.0012412
                    131,                0.76014,                0.54404,                0.90058,                0.95818,                0.93088,                0.93774,                0.67722,                0.99129,                0.60535,                  1.021,              0.0012379,              0.0012379,              0.0012379
                    132,                0.65258,                0.49793,                0.89343,                0.95551,                0.91195,                0.93472,                0.67391,                 1.0172,                0.60462,                 1.0427,              0.0012346,              0.0012346,              0.0012346
                    133,                  0.645,                0.47462,                0.84752,                0.94937,                0.90693,                0.93575,                0.66635,                 1.0278,                 0.6067,                 1.0527,              0.0012313,              0.0012313,              0.0012313
                    134,                0.71473,                0.50225,                 0.8717,                0.94888,                 0.9145,                 0.9378,                0.67552,                 1.0056,                0.59507,                 1.0442,               0.001228,               0.001228,               0.001228
                    135,                0.63317,                0.47273,                0.87187,                 0.9525,                 0.9312,                0.94093,                 0.6694,                 1.0028,                0.58727,                 1.0474,              0.0012247,              0.0012247,              0.0012247
                    136,                0.60815,                0.43507,                 0.8522,                0.95241,                0.92618,                0.94169,                0.67873,                 1.0044,                0.58344,                 1.0402,              0.0012214,              0.0012214,              0.0012214
                    137,                0.70015,                0.50188,                0.87737,                0.94507,                0.90966,                0.94741,                0.68198,                 1.0344,                0.58584,                 1.0557,              0.0012181,              0.0012181,              0.0012181
                    138,                0.67365,                0.47636,                0.87542,                0.94762,                 0.9145,                0.94696,                0.68138,                 1.0353,                0.59031,                 1.0566,              0.0012148,              0.0012148,              0.0012148
                    139,                 0.5783,                0.46189,                0.85336,                0.91357,                0.93228,                 0.9463,                0.68668,                  1.027,                0.57763,                 1.0491,              0.0012115,              0.0012115,              0.0012115
                    140,                0.61403,                 0.4547,                0.84918,                0.91296,                0.93227,                0.94831,                0.67222,                 1.0597,                0.58222,                 1.0602,              0.0012082,              0.0012082,              0.0012082
                    141,                0.61634,                0.46295,                0.86694,                0.89545,                0.96586,                0.95208,                  0.664,                 1.0385,                0.56999,                 1.0585,              0.0012049,              0.0012049,              0.0012049
                    142,                0.62645,                0.46338,                0.85921,                0.90954,                0.96373,                0.95812,                0.66793,                   1.05,                0.56534,                 1.0699,              0.0012016,              0.0012016,              0.0012016
                    143,                0.64329,                0.45911,                 0.8544,                0.94822,                0.94301,                0.95848,                0.67325,                 1.0508,                0.56168,                 1.0681,              0.0011983,              0.0011983,              0.0011983
                    144,                0.65452,                0.49208,                0.91345,                0.94248,                0.94876,                0.95528,                0.67902,                  1.008,                0.56911,                 1.0307,               0.001195,               0.001195,               0.001195
                    145,                0.69844,                0.48714,                0.88231,                 0.9327,                 0.9437,                0.94347,                0.67556,                 1.0048,                0.57526,                 1.0363,              0.0011917,              0.0011917,              0.0011917
                    146,                 0.6519,                0.50033,                0.88891,                0.93292,                0.94663,                0.94231,                 0.6763,                0.97353,                0.56961,                 1.0236,              0.0011884,              0.0011884,              0.0011884
                    147,                0.60964,                0.48709,                0.86035,                0.93607,                0.93704,                0.94485,                0.68268,                0.97872,                0.57318,                 1.0148,              0.0011851,              0.0011851,              0.0011851
                    148,                 0.6756,                0.48585,                0.87148,                0.91839,                 0.9225,                0.93808,                0.68283,                0.99044,                0.58385,                 1.0183,              0.0011818,              0.0011818,              0.0011818
                    149,                0.67438,                 0.5041,                0.88414,                0.93086,                0.91857,                0.93687,                0.67496,                  0.988,                0.57902,                 1.0071,              0.0011785,              0.0011785,              0.0011785
                    150,                0.67512,                0.48115,                0.87581,                0.92821,                0.90662,                0.93494,                0.65911,                0.98062,                0.59101,                0.99902,              0.0011752,              0.0011752,              0.0011752
                    151,                0.64845,                0.49036,                0.90288,                0.96492,                0.87252,                0.93515,                0.65944,                0.99363,                 0.6041,                 1.0101,              0.0011719,              0.0011719,              0.0011719
                    152,                0.62894,                0.46655,                0.89395,                0.94601,                0.90693,                0.93829,                0.67008,                0.97308,                0.60961,                 1.0054,              0.0011686,              0.0011686,              0.0011686
                    153,                0.67048,                0.47425,                0.86209,                0.96108,                0.89935,                0.94085,                0.67656,                 0.9901,                0.62262,                  1.023,              0.0011653,              0.0011653,              0.0011653
                    154,                0.62102,                0.47766,                0.89199,                0.95443,                0.87947,                0.94096,                 0.6767,                0.99336,                 0.6111,                 1.0137,               0.001162,               0.001162,               0.001162
                    155,                0.66965,                0.46729,                0.85824,                0.95592,                0.88192,                 0.9511,                0.69716,                0.95332,                0.58995,                0.98149,              0.0011587,              0.0011587,              0.0011587
                    156,                0.62195,                0.44846,                0.86321,                0.93063,                0.90693,                0.95379,                0.70042,                0.94234,                0.58077,                0.98364,              0.0011554,              0.0011554,              0.0011554
